OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
411,05HC005,Antelope Creek near Cabri,Saskatchewan,Regulated,Seasonal,244,Normal,10,2013,50.66197,-108.3815,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HC005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HC005,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=411,-12064973.3914,6561716.548699997
412,05HD036,Swift Current Creek below Rock Creek,Saskatchewan,Natural,Yearly,1430,High,5,2013,49.84444,-108.4794,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HD036,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HD036,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=412,-12075871.569600001,6419379.047200002
413,05HD039,Swift Current Creek near Leinan,Saskatchewan,Regulated,Yearly,3730,High,11,2013,50.49389,-107.6586,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HD039,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HD039,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=413,-11984500.5315,6532252.331299998
414,05HG001,South Saskatchewan River at Saskatoon,Saskatchewan,Regulated,Yearly,141000,High,11,2013,52.14067,-106.6443,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HG001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HG001,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=414,-11871589.172,6825600.468199998
415,05HG002,Brightwater Creek near Kenaston,Saskatchewan,Regulated,Seasonal,900,Normal,10,2013,51.56231,-106.5008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HG002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HG002,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=415,-11855614.825100001,6721369.126000002
416,05HG021,Inverness Creek near Broderick,Saskatchewan,Natural,Seasonal,61.4,Normal,4,2013,51.50408,-106.8209,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HG021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HG021,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=416,-11891248.1941,6710948.7108
417,05HH002,Cromarty Creek near Birch Hills,Saskatchewan,Natural,Seasonal,71.7,Normal,4,2013,52.95889,-105.4711,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05HH002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05HH002,11,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=417,-11740989.145399999,6975397.300300002
418,05JA002,Wood River near Lafleche,Saskatchewan,Regulated,Seasonal,4730,High,12,2013,49.66861,-106.6942,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JA002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JA002,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=418,-11877144.014600001,6389081.504699998
419,05JA003,McDonald Creek near McCord,Saskatchewan,Natural,Seasonal,259,High,6,2013,49.43778,-106.8358,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JA003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JA003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=419,-11892906.8545,6349472.612800002
420,05JB001,Notukeu Creek near Vanguard,Saskatchewan,Regulated,Seasonal,3540,High,12,2013,49.91747,-107.1863,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JB001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JB001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=420,-11931924.336,6431995.347499996
421,05JB004,Notukeu Creek above Admiral Reservoir,Saskatchewan,Natural,Seasonal,454,High,6,2013,49.70889,-108.1253,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JB004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JB004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=421,-12036453.3379,6396012.522699997
422,05JB007,Mosquito Creek near Pambrun,Saskatchewan,Natural,Seasonal,125,Normal,4,2013,49.97714,-107.4366,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JB007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JB007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=422,-11959787.604600001,6442317.832500003
423,05JC004,Rushlake Creek above Highfield Reservoir,Saskatchewan,Natural,Seasonal,325,High,6,2013,50.25306,-107.4697,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JC004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JC004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=423,-11963472.2797,6490217.266199999
424,05JC007,Flowing Well West Inflow near Flowing Well,Saskatchewan,Natural,Seasonal,91.9,Normal,4,2013,50.25111,-106.9461,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JC007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JC007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=424,-11905185.394299999,6489877.7771999985
425,05JE001,Moose Jaw River above Thunder Creek,Saskatchewan,Regulated,Seasonal,5250,High,12,2013,50.34611,-105.5303,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JE001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JE001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=425,-11747579.259300001,6506433.1625000015
426,05JE004,Moose Jaw River near Rouleau,Saskatchewan,Regulated,Seasonal,2990,High,12,2013,50.19139,-104.9856,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JE004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JE004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=426,-11686943.5326,6479487.4296
427,05JE006,Moose Jaw River near Burdick,Saskatchewan,Regulated,Yearly,9230,High,11,2013,50.40033,-105.3979,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JE006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JE006,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=427,-11732840.558699999,6515896.7788999975
428,05JF001,Qu'Appelle River near Lumsden,Saskatchewan,Regulated,Yearly,17500,Low,7,2013,50.65047,-104.8668,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JF001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JF001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=428,-11673718.7771,6559697.257399999
429,05JF005,Wascana Creek near Lumsden,Saskatchewan,Regulated,Yearly,3850,High,11,2013,50.63556,-104.9098,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JF005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JF005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=429,-11678505.5152,6557079.938000001
430,05JF006,Boggy Creek near Lumsden,Saskatchewan,Regulated,Seasonal,401,High,12,2013,50.58472,-104.818,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JF006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JF006,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=430,-11668286.386,6548161.659699999
431,05JF011,Cottonwood Creek near Lumsden,Saskatchewan,Natural,Seasonal,615,High,6,2013,50.59056,-104.9086,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JF011,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JF011,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=431,-11678371.9318,6549185.614100002
432,05JF014,Hunter Creek near Richardson,Saskatchewan,Natural,Seasonal,135,High,6,2013,50.38778,-104.4608,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JF014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JF014,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=432,-11628523.0639,6513705.326300003
433,05JG001,Sandy Creek near Caron,Saskatchewan,Natural,Seasonal,679,Normal,4,2013,50.4525,-106.0292,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JG001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JG001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=433,-11803116.553199999,6525012.810900003
434,05JG006,Elbow Diversion Canal at Drop Structure,Saskatchewan,Regulated,Yearly,0,Low,7,2013,50.97778,-106.3986,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JG006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JG006,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=434,-11844237.9731,6617364.202799998
435,05JG013,Ridge Creek near Bridgeford,Saskatchewan,Natural,Seasonal,460,High,6,2013,50.95133,-106.3295,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JG013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JG013,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=435,-11836545.7963,6612689.074500002
436,05JJ003,Lanigan Creek above Boulder Lake,Saskatchewan,Regulated,Seasonal,2283,High,12,2013,51.64986,-105.2381,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JJ003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JJ003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=436,-11715051.7041,6737061.5776999965
437,05JJ009,Saline Creek near Nokomis,Saskatchewan,Natural,Seasonal,950,Normal,4,2013,51.41611,-105.1031,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JJ009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JJ009,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=437,-11700023.5728,6695231.465800002
438,05JK002,Qu'Appelle River below Craven Dam,Saskatchewan,Regulated,Yearly,32900,High,11,2013,50.70653,-104.7979,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JK002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JK002,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=438,-11666048.8642,6569545.537600003
439,05JK004,Jumping Deer Creek near Lipton,Saskatchewan,Regulated,Seasonal,1680,High,12,2013,50.91597,-103.9016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JK004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JK004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=439,-11566273.2046,6606443.2271
440,05JK007,Qu'Appelle River below Loon Creek,Saskatchewan,Regulated,Yearly,36500,High,11,2013,50.78781,-104.2827,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JK007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JK007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=440,-11608697.0625,6583845.250100002
441,05JL005,Pheasant Creek near Abernethy,Saskatchewan,Regulated,Seasonal,1150,High,12,2013,50.73417,-103.328,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JL005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JL005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=441,-11502420.3447,6574405.499300003
442,05JM001,Qu'Appelle River near Welby,Saskatchewan,Regulated,Yearly,50900,High,11,2013,50.49128,-101.5586,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JM001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JM001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=442,-11305451.6377,6531795.629100002
443,05JM010,Ekapo Creek near Marieval,Saskatchewan,Natural,Seasonal,1100,High,6,2013,50.53017,-102.7101,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JM010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JM010,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=443,-11433636.0313,6538603.2804000005
444,05JM015,Cutarm Creek near Spy Hill,Saskatchewan,Regulated,Seasonal,766,High,12,2013,50.59042,-101.7429,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05JM015,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05JM015,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=444,-11325967.8198,6549161.065800004
445,05KD003,Saskatchewan River below Tobin Lake,Saskatchewan,Regulated,Yearly,289000,Normal,9,2013,53.70714,-103.2987,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05KD003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05KD003,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=445,-11499158.6836,7114886.066699997
446,05KE002,Torch River near Love,Saskatchewan,Regulated,Seasonal,4650,High,12,2013,53.52028,-104.1669,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05KE002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05KE002,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=446,-11595806.2655,7079821.531900004
447,05KH007,Carrot River near Turnberry,Saskatchewan,Natural,Yearly,12600,High,5,2013,53.61369,-102.1038,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05KH007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05KH007,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=447,-11366143.0241,7097330.6479
448,05KJ001,Saskatchewan River at the Pas,Manitoba,Regulated,Yearly,347000,High,11,2013,53.83806,-101.2087,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05KJ001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05KJ001,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=448,-11266500.9478,7139546.2566
449,05KL001,Saskatchewan River at Grand Rapids,Manitoba,Regulated,Yearly,406000,High,11,2013,53.16389,-99.34889,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05KL001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05KL001,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=449,-11059467.8457,7013370.858999997
450,05LC001,Red Deer River near Erwood,Saskatchewan,Natural,Yearly,11000,Normal,3,2013,52.85947,-102.1951,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LC001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LC001,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=450,-11376306.4936,6957045.860200003
451,05LD001,Overflowing River at Overflowing River,Manitoba,Natural,Seasonal,3350,Normal,4,2013,53.14294,-101.1025,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LD001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LD001,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=451,-11254678.8179,7009481.843199998
452,05LE004,Woody River near Bowsman,Manitoba,Natural,Seasonal,2110,Normal,4,2013,52.25969,-101.1416,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LE004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LE004,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=452,-11259031.41,6847217.627999999
453,05LE005,Roaring River near Minitonas,Manitoba,Natural,Seasonal,840,High,6,2013,52.15089,-101.0602,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LE005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LE005,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=453,-11249970.0035,6827454.418899998
454,05LE006,Swan River near Minitonas,Manitoba,Natural,Seasonal,4230,High,6,2013,52.196,-101.0608,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LE006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LE006,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=454,-11250036.7952,6835642.6501
455,05LG004,North Duck River at Cowan,Manitoba,Natural,Seasonal,228,Normal,4,2013,52.03133,-100.65,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LG004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LG004,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=455,-11204306.7483,6805792.303800002
456,05LH005,Waterhen River near Waterhen,Manitoba,Natural,Yearly,55100,High,5,2013,51.8485,-99.54617,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LH005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LH005,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=456,-11081428.9548,6772778.529799998
457,05LJ005,Ochre River at Ochre River,Manitoba,Natural,Seasonal,348,Normal,4,2013,51.05128,-99.78842,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ005,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=457,-11108396.1015,6630369.578599997
458,05LJ007,Turtle River near Laurier,Manitoba,Natural,Seasonal,955,Normal,4,2013,50.94881,-99.52675,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ007,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=458,-11079267.1303,6612243.794699997
459,05LJ010,Valley River near Dauphin,Manitoba,Regulated,Seasonal,2880,High,12,2013,51.28214,-100.0161,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ010,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=459,-11133741.3231,6671353.585699998
460,05LJ012,Vermilion River near Dauphin,Manitoba,Regulated,Seasonal,676,Normal,10,2013,51.18747,-100.0161,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ012,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=460,-11133741.3231,6654522.230499998
461,05LJ025,Mossy River below outlet of Dauphin Lake,Manitoba,Regulated,Yearly,8740,High,11,2013,51.45033,-99.97108,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ025,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ025,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=461,-11128729.7197,6701341.815700002
462,05LJ027,McKinnon Creek near McCreary,Manitoba,Natural,Seasonal,70,Normal,4,2013,50.8015,-99.48533,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ027,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ027,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=462,-11074656.277,6586256.197700001
463,05LJ045,Wilson River near Ashville,Manitoba,Natural,Seasonal,662,High,6,2013,51.15614,-100.3325,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LJ045,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LJ045,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=463,-11168962.81,6648959.693300001
464,05LL002,Whitemud River at Westbourne,Manitoba,Regulated,Yearly,6360,Normal,9,2013,50.13494,-98.58406,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LL002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LL002,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=464,-10974327.3595,6469677.950999998
465,05LL005,Whitemud River near Keyes,Manitoba,Regulated,Seasonal,1820,Normal,10,2013,50.18528,-99.10997,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LL005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LL005,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=465,-11032871.3929,6478425.118000001
466,05LL014,Pine Creek near Melbourne,Manitoba,Natural,Yearly,225,Normal,3,2013,49.90092,-99.21439,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LL014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LL014,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=466,-11044495.3742,6429134.578699999
467,05LL015,Big Grass River near Glenella,Manitoba,Natural,Seasonal,1070,Normal,4,2013,50.50569,-98.97028,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LL015,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LL015,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=467,-11017321.1733,6534317.429700002
468,05LL027,Pelican Creek South Tributary near Birnie,Manitoba,Natural,Seasonal,9.2,Normal,4,2013,50.47693,-99.47728,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LL027,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LL027,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=468,-11073760.1551,6529285.093000002
469,05LM001,Fairford River near Fairford,Manitoba,Regulated,Yearly,79800,High,11,2013,51.58733,-98.71181,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LM001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LM001,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=469,-10988548.4245,6725850.620800003
470,05LM006,Dauphin River near Dauphin River,Manitoba,Regulated,Yearly,82300,High,11,2013,52.00195,-98.32978,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05LM006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05LM006,14,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=470,-10946021.0394,6800478.0471
471,05MA011,Birch Creek near Elfros,Saskatchewan,Regulated,Seasonal,692,High,12,2013,51.74647,-103.8745,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MA011,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MA011,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=471,-11563256.4464,6754413.157399997
472,05MA012,Ironspring Creek near Watson,Saskatchewan,Regulated,Seasonal,588,High,12,2013,52.05683,-104.4998,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MA012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MA012,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=472,-11632864.524,6810407.577100001
473,05MA016,Romance Creek near Watson,Saskatchewan,Regulated,Seasonal,506,Normal,10,2013,51.99397,-104.5539,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MA016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MA016,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=473,-11638886.9085,6799035.226499997
